title,description,brand,asin,image,rating,nReviews,keywords
Headsweats Super Duty Shorty Beanie and Helmet Liner,"[""When you're on your bike, you want to be as comfortable as possible. You wear the right shoes, the right pants, and the right top to get the most of your rides, so why not wear the right cycle cap as well? Our Shorty fits perfectly under your helmet, and is made of the same high performance fabric as our Classic style. Pick up your shorty cycling cap today!.""]",Headsweats,B001MFQZTW,https://images-na.ssl-images-amazon.com/images/I/61JflGXpL7L._AC_UX679_.jpg,5.0,3.0,"['duty', 'bike', 'shorty', 'style', 'performance', 'cycling', 'today', 'rides', 'right', 'comfortable', 'pants', 'liner', 'possible', 'super', 'cycle', 'headsweats', 'cap', 'helmet', 'high', 'shoes', 'classic', 'fabric', 'beanie']"
Shadowline Women's Plus-Size Petals 53 Inch Short Flutter Sleeve Long Gown,['Shadowline Petals long gown with short flutter sleeve features our signature Petals design embroidered yoke. Soft gathers falling from the front and back yoke give a feminine touch with a comfortable fit. Made of Shadowlines 100% Opacitrique nylon tricot ensures customers maximum opaqueness with exceptionally soft comfort. The Petals collection is the hallmark of Shadowlines attention to detail and quality. Available in an assortment of sizes & colors. See matching Shadowline Petals long coat style # 71280'],Shadowline,B001N4KMPU,https://images-na.ssl-images-amazon.com/images/I/71IHa31IPLL._AC_UX522_.jpg,5.0,4.0,"['inch', 'long', 'opaqueness', 'short', 'coat', 'nylon', 'touch', 'sleeve', 'detail', 'style', 'yoke', 'hallmark', 'comfortable', 'gown', 'shadowlines', 'plus', 'opacitrique', 'shadowline', 'tricot', 'flutter', 'comfort', 'petals', 'colors', 'fit', 'size', 'soft', 'signature', 'feminine', 'collection', 'attention', 'assortment', 'available', 'customers', 'sizes', 'maximum', 'quality', 'women']"
"Alex and Ani Because I love you, Mom II Expandable Rafaelian Bracelet","[""Generosity • Heroism • Love A mother's love and support is extraordinarily strong without limitation. The peony, the queen of the garden, symbolically encompasses the maternal traits of healing, love's blessing, and bravery. Embrace the heartfelt connection, strength, and respect associated with the Mom Charm as a token of admiration.Details:\nAdjustable sliding clasp allows for a customized fit. \nRose Gold finish. \nMeasurements:\n\n     Width: 1⁄4 in\n     Diameter/Length: 7 in\n     Charm Length: 2⁄3 in\n     Charm Width: 1 2⁄7 in\n     Weight: 0.4 oz""]",Alex and Ani,B01BKY4PJQ,https://images-na.ssl-images-amazon.com/images/I/81b9W1oxPXL._AC_UX675_.jpg,5.0,3.0,"['connection', 'expandable', 'mom', 'limitation', 'respect', 'peony', 'generosity', 'adjustable', 'love', 'width', 'customized', 'queen', 'strength', 'weight', 'measurements', 'heartfelt', 'charm', 'finish', 'oz', 'alex', 'clasp', 'sliding', 'mother', 'blessing', 'bravery', 'token', 'support', 'rafaelian', 'strong', 'ii', 'healing', 'bracelet', 'heroism', 'fit', 'ani', 'gold', 'diameter', 'garden', 'traits', 'admiration.details', 'maternal', 'length']"
"INBLUE Men's 8mm Stainless Steel Bracelet Wrist Link Silver Tone Byzantine 8"" 8.5"" 9""","['', 'INBLUE - High quality Jewelry', 'Discover the INBLUE Collection of jewelry. The selection of high-quality jewelry featured in the INBLUE Collection offers Great values at affordable Price, they mainly made of high quality Stainless Steel, Tungsten, Silver and Leather.', 'Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the INBLUE Collection.']",INBLUE,B00C3EN9FE,https://images-na.ssl-images-amazon.com/images/I/61jGvRq53kL._AC_UY695_.jpg,5.0,3.0,"['tungsten', 'selection', 'affordable', 'piece', 'gift', 'wrist', 'style', 'values', 'beautiful', 'price', 'personal', 'leather', 'jewelry', 'high', 'mm', 'stainless', 'bracelet', 'silver', 'inblue', 'collection', 'men', 'tone', 'byzantine', 'steel', 'special', 'quality', 'great']"
Paw Patrol Girls' Short Sleeve Tee Shirt,"[""Nickelodeon's paw patrol best friends skye and Everest toddler girls short sleeve t-shirt""]",Paw Patrol,B00WODIL48,https://images-na.ssl-images-amazon.com/images/I/81sacuOwdQL._AC_UX679_.jpg,5.0,3.0,"['sleeve', 'best', 'toddler', 'tee', 'paw', 'friends', 'girls', 'nickelodeon', 'patrol', 'everest', 'short', 'skye', 'shirt', 't']"
OGIO Gambit Pack,['Why take a gamble and trust your technology with flimsy bags? Get dedicated with the OGIO® Gambit Pack!\nLarge main compartment for your daily essentials.\nDedicated fleece-lined top loading laptop compartment fits most 15 in laptops (15.5 in x 11 in x 1 in).\nIntegrated foam panels keep your electronics and other valuables protected.\nPadded tablet pocket.\nCrush proof Tech Vault pocket with soft tricot liner.\nHUB (Hybrid Unibody Backpanel) for ultimate comfort.\nPadded mouse/digital camera pocket.\nIncreased shoulder strap foam padding creates Sweet Spot comfort zone.\nFully adjustable ergonomic shoulder straps with molded protection zone.\nTwo zippered side utility pockets.\nDual side water bottle/accessory holders.\nDeluxe organization panel with zippered stash pocket.\nSoft touch padded neoprene grab handle.\nMaterials: 420D polyester \nCapacity: 2050 in³\nImported.\nMeasurements:\n\n     Bottom Width: 14 in\n     Depth: 6 1⁄2 in\n     Height: 18 1⁄2 in\n     Strap Length: 35 in\n     Strap Drop: 15 in\n     Handle Length: 11 3⁄4 in\n     Handle Drop: 1 3⁄4 in\n     Weight: 3 lbs 7.2 oz'],OGIO,B00AZULAHC,https://images-na.ssl-images-amazon.com/images/I/91h6NwqlHbL._AC_SY450_.jpg,5.0,4.0,"['neoprene', 'adjustable', 'flimsy', 'camera', 'proof', 'comfort', 'unibody', 'valuables', 'fleece', 'length', 'hub', 'dedicated', 'capacity', 'strap', 'height', 'utility', 'width', 'laptops', 'padded', 'measurements', 'accessory', 'vault', 'deluxe', 'bags', 'sweet', 'tablet', 'tricot', 'zone', 'lbs', 'holders', 'spot', 'polyester', 'pack', 'panels', 'main', 'in³', 'technology', 'bottle', 'grab', 'large', 'tech', 'digital', 'mouse', 'shoulder', 'oz', 'liner', 'materials', 'compartment', 'handle', 'water', 'zippered', 'organization', 'hybrid', 'dual', 'electronics', 'depth', 'gambit', 'essentials', 'ogio', 'padding', 'touch', 'backpanel', 'ultimate', 'weight', 'pockets', 'protection', 'pocket', 'stash', 'panel', 'ergonomic', 'foam', 'laptop', 'daily', 'straps', 'gamble', 'soft', 'drop']"
INBLUE Men's Stainless Steel Ring Silver Tone Black Cross Oval,"['', 'INBLUE - High quality Jewelry', 'Discover the INBLUE Collection of jewelry. The selection of high-quality jewelry featured in the INBLUE Collection offers Great values at affordable Price, they mainly made of high quality Stainless Steel, Tungsten, Silver and Leather.', 'Find a special gift for a loved one or a beautiful piece that complements your personal style with jewelry from the INBLUE Collection.']",INBLUE,B00CRDL1BA,,5.0,3.0,"['tungsten', 'cross', 'selection', 'affordable', 'oval', 'piece', 'gift', 'black', 'style', 'values', 'beautiful', 'price', 'personal', 'leather', 'jewelry', 'high', 'stainless', 'silver', 'inblue', 'collection', 'men', 'tone', 'steel', 'special', 'quality', 'great']"
Dorothy Wizard of Oz Costume,"['Beautiful kids Dorothy Wizard of Oz costume. Well made and very reasonably priced. Comes trimmed with dior blue ric rac around the skirt, bodice waist front, and arm bands. Skirt is a poly cotton blend and sleeve and bodice are polyester satin. Bodice back is made from a stretchy polyester knit fabric. Shoes are sold separately. Basket, socks, and hair ribbons not included.']",Kidcostumes,B0017QA98O,https://images-na.ssl-images-amazon.com/images/I/71CL00MobSL._AC_UY679_.jpg,5.0,4.0,"['polyester', 'bands', 'basket', 'kids', 'cotton', 'dorothy', 'poly', 'socks', 'stretchy', 'ric', 'sleeve', 'blend', 'beautiful', 'wizard', 'blue', 'oz', 'satin', 'costume', 'rac', 'dior', 'hair', 'waist', 'arm', 'shoes', 'knit', 'fabric', 'bodice', 'ribbons', 'skirt']"
L.B. Evans Men's Edmonton,"[""Relax in indulgent comfort with the L.B. Evans Edmonton indoor/outdoor slip-on. This men's slipper features a suede upper with simple stitch detailing. The Sherpa lining feels luxuriously soft and warm, while a padded footbed lends long-lasting comfort. The L.B. Evans Edmonton slipper has a durable sole for wear indoors and out"", 'Your Sunday morning slipper shuffle just got a lot more stylish in this handsome suede design from L.B. Evans. Inside, the soft sherpa lining keeps feet warm even on the coldest days, while the rubber nonskid sole provides sure footing on slippery wood or tile floors and is durable enough for outdoor wear. The low-style back makes for easy in and out.']",L.B. Evans,B002DUDFHA,https://images-na.ssl-images-amazon.com/images/I/61TgA1lqewL._AC_UX500_.jpg,5.0,3.0,"['outdoor', 'days', 'simple', 'upper', 'suede', 'slipper', 'sunday', 'morning', 'slip', 'easy', 'sure', 'low', 'coldest', 'lining', 'sole', 'style', 'padded', 'design', 'detailing', 'nonskid', 'stylish', 'tile', 'lot', 'durable', 'handsome', 'indoor', 'footbed', 'shuffle', 'wear', 'slippery', 'l.b', 'floors', 'indoors', 'indulgent', 'comfort', 'evans', 'stitch', 'soft', 'men', 'sherpa', 'edmonton', 'rubber', 'wood', 'warm', 'feet']"
Mossio 7 Set Packing Cubes with Shoe Bag - Compression Travel Luggage Organizer,[''],Mossio,B01E91R4GS,https://images-na.ssl-images-amazon.com/images/I/71oUbr9jM4L._AC_UX569_.jpg,5.0,9.0,"['set', 'shoe', 'organizer', 'compression', 'travel', 'luggage', 'packing', 'cubes', 'bag', 'mossio']"
Stormtech Packable Rain Poncho PCX-1,['Durable 100% nylon taffeta STORMTECH D/W/R wind-and-water-resistanceAdjustable hood with drawcordButton-down sides'],Stormtech,B000Y95JKI,,5.0,3.0,"['hood', 'w', 'stormtech', 'poncho', 'sides', 'd', 'resistanceadjustable', 'r', 'wind', 'rain', 'drawcordbutton', 'packable', 'water', 'taffeta', 'durable', 'nylon']"
Realtree Women's Mamba Hiking Shoe,"['The mamba features water resistant, easy care protective kpu upper over realtree camo with non marking rubber outsole provides good traction on all terrain.']",Realtree,B00F6PS4NO,https://images-na.ssl-images-amazon.com/images/I/71PdQKlNMcL._AC_UX575_.jpg,5.0,3.0,"['upper', 'realtree', 'easy', 'hiking', 'women', 'resistant', 'marking', 'non', 'shoe', 'mamba', 'traction', 'water', 'protective', 'terrain', 'camo', 'care', 'rubber', 'good', 'kpu']"
CrazyPiercing Wholesale Lot of 50pcs Belly Navel Button Rings Bar Barbells Ball Acrylic Steel,"['Why Choose Us? a. Comfortable and hyperallergic belly rings jewelry set under 8 dollars, solid expensive looking and durable. b. Great Price, economical purchase and high average review rating of jewelry collection. c. Fast shipping from US local warehouse. d. They still tight after long-term use.Strict Inspection before shipment. e. Nickel-free and lead-free. Could be long time wearing. Caring of Belly Button Rings for Women Men: 1. Avoid chemicals,avoid impact and scratches. 2. Wipe with a soft dry cloth after wearing. 3. Small parts. Not suitable for children under 6 years old. CrazyPiercing - Professional Symbol! Your Satisfaction Is Our Eternal Pursuit. 50Pcs Wholesale 14g Plastic Belly Button Rings Assorted Colors. Flexible Choice: 1, 50pcs 14G Assorted Colors Mixed Acrylic Ball & 316L Stainless Steel Curved Bar Belly Rings. 2, 50pcs 14G Assorted Colors Mixed Acrylic Ball & Flexible Acrylic Bar Belly Button Retainers.  50 Pieces Of Assorted Color Curved Barbells This assortment comes with 50 different styles of curved barbells. The barbell is 14 gauge and made from quality stainless steel. This style can be used for piercings such as belly ring, navel ring, earrings. Package list: 50 * Ball Belly Rings Please note that the patterns and colors are sent at random, not 100% as the pictures.']",CrazyPiercing,B00F4O1DTY,https://images-na.ssl-images-amazon.com/images/I/61jOT4rX-0L._AC_UY535_.jpg,5.0,3.0,"['use.strict', 'impact', 'earrings', 'inspection', 'a.', 'ball', 'package', 'pictures', 'solid', 'acrylic', 'assorted', 'average', 'wholesale', 'dry', 'cloth', 'comfortable', 'styles', 'plastic', 'choice', 'colors', 'suitable', 'b.', 'ring', 'curved', 'belly', 'd.', 'old', 'small', 'years', 'shipment', 'style', 'warehouse', 'price', 'children', 'chemicals', 'durable', 'barbells', 'review', 'tight', 'navel', 'color', 'term', 'looking', 'g', 'professional', 'crazypiercing', 'women', 'fast', 'economical', 'retainers', '316l', 'flexible', 'button', 'rings', 'rating', '50pcs', 'e.', 'dollars', 'hyperallergic', 'shipping', 'nickel', 'eternal', 'jewelry', 'gauge', 'piercings', 'high', 'men', 'steel', 'symbol', 'scratches', 'satisfaction', 'great', 'quality', 'long', 'expensive', 'time', 'lead', 'free', 'random', 'lot', 'bar', 'pursuit', 'list', 'barbell', 'different', 'purchase', 'parts', 'local', 'stainless', 'patterns', 'pieces', 'soft', 'collection', 'c.', 'assortment']"
Bernie Mev Women's Cuddly Mary Jane Flat,"['The cuddly is our Mary jane style flat sandal with our signature Bernie mev comfort design. with our memory foam sole, woven breathable technology and lightweight design, the cuddly is the perfect everyday shoe.']",Bernie Mev,B00F0P947A,https://images-na.ssl-images-amazon.com/images/I/71%2BsCKzt7mL._AC_UX695_.jpg,5.0,3.0,"['sandal', 'technology', 'flat', 'style', 'sole', 'mev', 'design', 'lightweight', 'memory', 'perfect', 'bernie', 'shoe', 'mary', 'foam', 'breathable', 'comfort', 'everyday', 'cuddly', 'signature', 'jane', 'women']"
