title,description,brand,asin,image,rating,nReviews,keywords
Crimson Trace CMR-206 Rail Master Universal Green Laser Sight,"['The CMR-206 Rail Master is compact, yet powerful, universal green laser sight designed to fit rail-equipped pistols, rifles and shotguns. The laser sight fits onto virtually any firearm with a modern (M1913 Picatinny or Weaver-style) accessory rail. Ambidextrous control tabs allow the user to instantly activate or deactivate the laser.']",Crimson Trace,B00SBXH84E,https://images-na.ssl-images-amazon.com/images/I/71i45X7kNRL._AC_SX450_.jpg,5.0,7.0,"['tabs', 'firearm', 'master', 'universal', 'ambidextrous', 'pistols', 'weaver', 'style', 'shotguns', 'user', 'picatinny', 'rifles', 'compact', 'accessory', 'powerful', 'sight', 'rail', 'green', 'm1913', 'trace', 'laser', 'crimson', 'modern', 'cmr-206', 'control']"
Kahtoola MICROspikes Traction System - Red X-Small,"['Kahtoolas MICROspikes are a pocket-sized traction system that allow anyone, of any age, to get out and safely enjoy winter. These slip-on spikes dig into all types of terrain  ice, packed snow, wet rocks, concrete, and scree. Extremely durable, they attach securely to your footwear and require no special buckles or straps.']",Kahtoola,B0010RHW7G,https://images-na.ssl-images-amazon.com/images/I/81U6k8vdmkL._AC_SY450_.jpg,5.0,8.0,"['system', 'age', 'small', 'scree', 'microspikes', 'kahtoola', 'durable', 'pocket', 'rocks', 'winter', 'concrete', 'x', 'spikes', 'buckles', 'red', 'traction', 'snow', 'types', 'straps', 'terrain', 'sized', 'ice', 'kahtoolas', 'wet', 'special', 'footwear']"
"Howard Leight by Honeywell MAX Corded Disposable Foam Earplugs, 100 Pairs (MAX-30), Orange","['Howard Leight by Honeywell MAX Corded Disposable Foam Earplugs offer the best hearing protection in the workplace of any single-use earplugs (33 NRR). The pre-shaped, contoured foam is designed to fit almost any ear canal for comfortable all-day ear protection on the job. A closed-cell outer layer prevents dirt from building up. The cord drapes easily around your neck when earplugs are not in use. These earplugs are the most used PE foam earplugs in the world and are suitable for use in almost any industry. 100 pairs of earplugs per pack.', ""Max corded single-use earplug. The world's most used polyurethane foam earplug. Extremely comfortable, especially for long-term wear. Smooth, soil-resistant closed-cell foam skin prevents dirt build-up. Contoured bell-shape is easier to insert and resists the tendency to back-out of the ear canal. NRR 33.""]",Honeywell,B000E2609Y,"https://images-na.ssl-images-amazon.com/images/I/712h5LDGCmL._AC_SX425_PIbundle-100,TopRight,0,0_SH20_.jpg",5.0,4.0,"['max', 'shaped', 'long', 'corded', 'canal', 'industry', 'pack', 'layer', 'soil', 'earplugs', 'polyurethane', 'use', 'skin', 'closed', 'best', 'world', 'resistant', 'outer', 'bell', 'protection', 'max-30', 'smooth', 'hearing', 'comfortable', 'pre', 'cell', 'wear', 'honeywell', 'foam', 'howard', 'leight', 'cord', 'neck', 'pe', 'tendency', 'earplug', 'workplace', 'job', 'ear', 'term', 'orange', 'build', 'single', 'suitable', 'nrr', 'contoured', 'pairs', 'disposable', 'day', 'shape', 'dirt', 'easier']"
NCAA Virginia Cavaliers Navy Blue Applique Garden Flag,['Heavy-duty nylon 1-sided flag. Licensed team logos and colors. Excellent gift for a true fan. Dimensions: 28W x 44H inches.'],Team Sports America,B000ZPETUC,https://images-na.ssl-images-amazon.com/images/I/61JYWr4IvDL._AC_SY355_.jpg,5.0,5.0,"['duty', 'navy', 'excellent', 'heavy', 'gift', 'nylon', 'applique', '28w', 'inches', '1-sided', 'virginia', 'true', 'blue', 'ncaa', 'dimensions', 'team', 'logos', 'x', 'cavaliers', 'fan', 'colors', 'flag', 'licensed', 'garden']"
Propper Men's 100-Percent Cotton Boonie Sun Hat,['Protect yourself from the elements with a PROPPER Boonie. This boonie is sewn to military specification MIL-H-44105B. Vent holes on either side allow for air circulation while an adjustable chin strap ensures a secure fit.'],Propper,B000NFV9QG,https://images-na.ssl-images-amazon.com/images/I/61lfewgY9ML._AC_UX522_.jpg,5.0,4.0,"['elements', 'chin', 'cotton', 'vent', 'strap', 'adjustable', 'hat', 'propper', 'mil', 'boonie', 'secure', 'circulation', 'h-44105b', 'fit', 'holes', 'specification', 'air', 'men', 'sun', 'military']"
Lifetime Ace Flyer Teeter-Totter,"['The Ace Flyer Play Gym is constructed of powder-coated steel and high-density polyethylene (HDPE) plastic. No rusting, cracking, or fading. And no splinters! This is a wonderful backyard attraction that will look as good as new long after your children have outgrown it. Why settle for an ordinary see saw when you can have twice the fun with this exciting double teeter totter airplane? The Ace Flyer Play Gym can seat up to seven kids to provide up and down, side to side see saw action. Interactive dashboard, spinning wheel, and propeller will make your aspiring young pilots feel like theyre really in control. The Ace Flyer Play Gym will set their imaginations soaring! Feature a double-seat cockpit, two teeter totters, Interactive dashboard, spinning Wheels and propeller, and adjustable heights.']",Lifetime,B004W2PI4U,https://images-na.ssl-images-amazon.com/images/I/61Ss8hHng%2BL._AC_SX522_.jpg,5.0,4.0,"['gym', 'dashboard', 'kids', 'wheel', 'cockpit', 'adjustable', 'interactive', 'wonderful', 'double', 'ordinary', 'airplane', 'saw', 'heights', 'new', 'teeter', 'attraction', 'splinters', 'propeller', 'density', 'hdpe', 'ace', 'flyer', 'young', 'children', 'play', 'polyethylene', 'pilots', 'fun', 'plastic', 'action', 'imaginations', 'backyard', 'rusting', 'fading', 'wheels', 'spinning', 'high', 'exciting', 'lifetime', 'seat', 'control', 'good', 'powder', 'steel']"
"Hydro Flask Kamileo Resistance Bands, Exercise Bands Set - Resistance Bands for Legs and Butt, Home Fitness, (#1 Yellow Pull Up - 15 to 35 lbs)","[""Hydro Flask's insulated water bottles are made of high quality food grade 18/8 stainless steel. The bottles have no liner (like most aluminum bottles) and are BPA free. Unlike plastic water bottles or single wall stainless bottles, Hydro Flask will keep your beverage of choice at your preferred temperature for hours, whether you choose hot, cold or room temperature liquids. All Hydro Flask products feature a lifetime warranty and are double wall vacuum insulated. They are designed to be lightweight, making them great for long hikes, days on the beach, hot yoga classes, golf, long road trips or everyday office use. Even when filled with ice, the exterior of your Hydro Flask will never leave a puddle on your desk, drip on your shirt, or sweat in your bag.""]",Hydro Flask,B004X55LXE,https://images-na.ssl-images-amazon.com/images/I/71rXm9wghrL._AC_SX466_.jpg,5.0,6.0,"['fitness', 'bpa', 'bands', 'long', 'days', 'classes', 'grade', '18/8', 'flask', 'office', 'preferred', 'legs', 'golf', 'use', 'cold', 'double', 'insulated', 'butt', 'puddle', 'room', 'beverage', 'exterior', 'yellow', 'hours', 'hydro', 'resistance', 'vacuum', 'free', 'kamileo', 'lightweight', 'hikes', 'exercise', 'liner', 'home', 'plastic', 'products', 'desk', 'aluminum', 'wall', 'road', 'hot', 'bag', 'choice', 'water', 'beach', 'high', 'stainless', 'shirt', 'bottles', 'food', 'single', 'yoga', 'lbs', 'lifetime', 'everyday', 'trips', 'warranty', 'ice', 'liquids', 'steel', 'quality', 'temperature', 'great']"
Under Armour Men's Tactical Bucket Hat,"[""WARNING! This product will melt when exposed to extreme heat or open flames, posing a risk of serious injury where melted product comes into contact with skin!. Lightweight HeatGearfabric keeps you cool in the sun. HeatGearsweatband wicks away moisture for long-lasting comfort. Durable poly-woven material means this bucket hat will take whatever you dish out. Drawcord ensures a secure fit. Flatlock seaming feels smooth & prevents chafing. Embroidered tonal UA logo keeps things subtle for uniform wear. Men's one size fits all.""]",Under Armour,B0058ERZVA,https://images-na.ssl-images-amazon.com/images/I/71NTpN2ixrL._AC_UX385_.jpg,5.0,4.0,"['heat', 'heatgearsweatband', 'poly', 'ua', 'skin', 'extreme', 'flames', 'injury', 'hat', 'bucket', 'logo', 'material', 'armour', 'lightweight', 'smooth', 'product', 'durable', 'tonal', 'uniform', 'contact', 'wear', 'drawcord', 'risk', 'heatgearfabric', 'flatlock', 'things', 'subtle', 'warning', 'tactical', 'secure', 'comfort', 'wicks', 'fit', 'size', 'men', 'seaming', 'open', 'moisture', 'sun']"
Texsport La Paz Single One Person Hammock for Camping Travel Outdoors with Travel Bag,"['This gorgeous Texsport la paz hammock 14258 has the finest details and highest quality you will find anywhere! Texsport la paz hammock 14258 is truly remarkable. Product details:  condition: brand new  item SKU: ss-sms-14258  information: ever since we introduced the padre Island hammock, almost 25 years ago, we have been committed to continually offering quality Hammocks and stands at affordable prices.', 'Texsport introduced its popular Padre Island hammock nearly 25 years ago, and the company has continued to offer quality, durable hammocks and stands at reasonable prices. The La Paz is made of cool, comfortable cotton in a multicolored pattern. It measures 40-by-120 inches (W x D), with a 75-inch bed length, and has a 300-pound weight limit. The hammock comes complete with a carrying and storage bag.']",Texsport,B000P9GZUA,https://images-na.ssl-images-amazon.com/images/I/71PFdYc8IcL._AC_SX466_.jpg,5.0,6.0,"['travel', 'cool', 'affordable', 'd', 'cotton', 'sms-14258', 'gorgeous', 'padre', 'pattern', 'complete', 'item', 'years', 'w', 'finest', 'new', 'limit', 'storage', 'weight', 'details', 'texsport', 'remarkable', 'inches', 'multicolored', 'product', 'person', 'durable', 'popular', 'paz', 'prices', 'la', 'company', 'comfortable', 'ss', 'brand', 'hammock', 'hammocks', 'x', 'reasonable', 'bag', 'carrying', 'sku', 'single', 'condition', 'highest', 'island', 'bed', 'information', 'quality', 'length']"
Caldwell DeadShot FieldPod Max Adjustable Ambidextrous Rifle Shooting Rest for Outdoor Range and Hunting,['Caldwell is known for producing rock solid hunting rests and the FieldPod Max is no exception. This highly portable hunting rest allows you to bring the same stability as the original DeadShot FieldPod along with you on the hunt. Its innovative design and versatility make it perfect for a variety of hunting applications. Independently adjustable legs allow you to set up on a rough terrain or a hillside and still maintain a level shooting platform.'],Caldwell,B00QJCK5A8,https://images-na.ssl-images-amazon.com/images/I/61H8dxJ78%2BL._AC_SX569_.jpg,5.0,11.0,"['outdoor', 'max', 'applications', 'exception', 'versatility', 'hunting', 'ambidextrous', 'deadshot', 'stability', 'legs', 'original', 'adjustable', 'rifle', 'hillside', 'solid', 'design', 'fieldpod', 'perfect', 'variety', 'platform', 'rock', 'level', 'portable', 'rest', 'terrain', 'caldwell', 'shooting', 'rests', 'innovative', 'rough', 'hunt', 'range']"
Winning Streak NCAA Wool Heritage Banner,"['These uniquely shaped vertical banners chronicle the evolution of select logos or mascots through the years. Each logo is identified with a circa date connecting each to a specific time period. Each banner is constructed with applique and embroidery detail on a heavy wool blend fabric, providing a vintage feel and look. Each banner measures 8 inches wide by 32 inches long and includes a hanging cord for easy display.']",Winning Streak,B00239G6G8,https://images-na.ssl-images-amazon.com/images/I/81NDC2CwDQL._AC_SY450_.jpg,5.0,6.0,"['heritage', 'long', 'heavy', 'time', 'streak', 'easy', 'years', 'applique', 'detail', 'circa', 'blend', 'logo', 'specific', 'inches', 'ncaa', 'period', 'logos', 'feel', 'mascots', 'banners', 'wide', 'vintage', 'embroidery', 'cord', 'banner', 'evolution', 'fabric', 'wool', 'display', 'vertical', 'select', 'date']"
Coleman Rainfly Accessory for 6-Person Instant Tent,"['Get better airflow with the Coleman Rainfly Accessory for 6-Person Instant Tent. This rainfly for the Coleman 6-Person Instant Tent, 10 x 9, allows you to crack your windows during a downpour and still stay dry.', 'Get better airflow when camping in your Coleman Instant six-person tent with this Instant tent rainfly. Coleman tents are well sealed and protected from the rain, so campers sometime lose airflow when it starts to pour. Designed for Coleman\'s 10-by-9-foot Instant tents, the rainfly not only provides added protection from the weather, but it also allows you to crack your windows during a storm and still stay dry. Plus, the rainfly creates a spacious vestibule outside--perfect for stowing shoes and other gear.   Coleman Instant Tent Buying Guide                Coleman 4-Person Instant Tent Coleman 6-Person Instant Tent Coleman 14x8 Foot 8-Person Instant Tent  Coleman 14x10 Foot 8-Person Instant Tent    Footprint 8\' x 7\' 10\' x 9\' 14\' x 8\' 14\' x 10\'   Center Height 4\' 11"" 5\' 11"" 6\' 4"" 6\' 5""   Doors 1 1 1 2   Sleeps 4 6 8 8   Inner Tent Polyster Taffeta 150D Polyster Taffeta 150D Polyster Taffeta 150D Polyster Taffeta 150D    Polyester Mesh 68D Polyester Mesh 68D Polyester Mesh 68D Polyester Mesh 68D   Floor Polythylene 1000D Polythylene 1000D Polythylene 1000D Polythylene 1000D   Poles 16-mm and 20-mm steel 16-mm and 20-mm steel 16-mm, 20-mm and 22-mm steel 16-mm, 20-mm and 22-mm steel   Rainfly Rainfly for Coleman 4-Person Instant Tent Rainfly for Coleman 6-Person Instant Tent Rainfly for Coleman 14X8 Foot 8-Person Instant Tent Coming Soon   Flysheet Material Polyster Taffeta 150D Polyster Taffeta 150D Polyster Taffeta 150D Polyster Taffeta 150D']",Coleman,B006GJ8PFG,https://images-na.ssl-images-amazon.com/images/I/51iW9DexDdL._AC_SY450_.jpg,5.0,5.0,"['downpour', 'vestibule', 'polyester', 'center', 'height', 'polythylene', 'storm', 'floor', 'weather', 'flysheet', 'tents', 'protection', 'windows', 'rain', 'tent', 'better', 'guide', 'material', 'coleman', 'person', 'accessory', 'dry', 'campers', 'perfect', 'buying', 'spacious', 'inner', 'polyster', 'foot', '4-person', 'mesh', 'rainfly', 'instant', 'shoes', '150d', '16-mm', 'airflow', 'doors', 'footprint', 'poles', 'steel', 'taffeta', 'gear']"
"Outdoor Research Swift Sun Hat,One Size","['Our Classic Training Ball Cap Our Most Popular Training Hat, The Swift Cap Has Sun Protection And A Full Mesh Liner Crown For Superior Ventilation In Warm Weather, While The Shaped Brim And Nylon Panels Offer Serious Protection From The Sun.']",Outdoor Research,B00E0EPW0A,https://images-na.ssl-images-amazon.com/images/I/81AcMzQIRvL._AC_UX342_.jpg,5.0,4.0,"['outdoor', 'crown', 'panels', 'nylon', 'training', 'weather', 'hat', 'ball', 'protection', 'brim', 'popular', 'liner', 'research', 'superior', 'ventilation', 'cap', 'mesh', 'swift', 'classic', 'size', 'sun', 'warm']"
G.P.S. Tactical Range Backpack,['The G.P.S. Tactical Range Backpack has three internal handgun storage cases with magazine storage. Features four outside zippered pockets for ammo and other accessories. Black.'],G.P.S.,B00CQ8G2EW,https://images-na.ssl-images-amazon.com/images/I/81tHVvRIKRL._AC_SX569_.jpg,5.0,4.0,"['internal', 'backpack', 'storage', 'tactical', 'handgun', 'magazine', 'outside', 'zippered', 'pockets', 'accessories', 'g.p.s', 'cases', 'black', 'ammo', 'range']"
"Plano All Weather Tactical Gun Case, 36-Inch","['The All Weather Tactical gun cases provide the highest level of protection for your firearms. With rugged, industrial-strength construction and continuous Dri-Loc Seal, All Weather cases create a watertight and airtight shield that protects your guns even in the most extreme conditions, including airline cargo holds.']",Plano,B00E221A88,https://images-na.ssl-images-amazon.com/images/I/71HOGu-mAeL._AC_SX466_.jpg,5.0,9.0,"['continuous', 'conditions', 'cases', 'weather', 'guns', 'extreme', 'rugged', 'strength', 'watertight', 'construction', 'shield', 'protection', 'loc', 'seal', 'industrial', 'airtight', 'gun', 'airline', 'plano', 'level', 'tactical', 'dri', 'case', 'cargo', 'highest', 'firearms']"
"JOOLA Rally TL Professional Grade Table Tennis Table with Net Set, Ball Holders and Abacus Scorer","['', 'The JOOLA Rally TL Table Tennis Table is the perfect table for anyone looking for a fun-filled game of table tennis with some added style. This table is sure to become a centerpiece in your office or home with its unique black charcoal top, corner ball holders and magnetic abacus scorers. Each corner can hold up to 3 40mm table tennis balls and the two included magnetic abacuses attach to the side of the table. This awesome table tennis table comes 95% pre-assembled and is ready to play in just 15 minutes! A sleek frame and separable nesting halves make this table perfect for compact storage. The professional-grade MDF (medium density fiberboard) surface creates a consistent ball bounce and durability. Additionally, the 1.5 inch apron and 1.5 inch diameter sturdy steel legs are used to create a durable table that lasts for years. The table legs feature adjustable height levelers to ensure a level playing surface and 3-inch locking caster wheels for added stability. The JOOLA Rally TL Table features dual safety anti-tilting locking devices to ensure safety when the table is in both playing and storage positions. Simply fold one of the table halves and you can play solo with playback mode! The included net and post set features a simple, removable clamp post and an adjustable net tension system. The JOOLA Rally TL Table Tennis Table and Net Set are USATT approved.', '', 'Start playing like a champion with equipment developed for champions! JOOLA is a proud sponsor of USA Table Tennis.', '', 'Disclaimer: This is not a Ping Pong branded product and is not covered under any Ping Pong manufacturer’s warranty. The Ping Pong brand names and logos are the registered trademarks of Escalade Sports.']",JOOLA,B00GJ1N5VA,https://images-na.ssl-images-amazon.com/images/I/714wz01ZgpL._AC_SX355_.jpg,5.0,5.0,"['office', 'stability', 'adjustable', 'sleek', 'net', 'sure', 'escalade', 'mode', 'champion', 'ball', 'density', 'trademarks', 'removable', 'ping', 'manufacturer', 'abacuses', 'frame', 'caster', 'proud', 'playback', 'surface', 'playing', 'mm', 'bounce', 'scorers', 'tension', 'tl', 'inch', 'system', 'usa', 'grade', 'awesome', 'height', 'game', 'years', 'clamp', 'style', 'storage', 'scorer', 'durable', 'champions', 'pre', 'brand', 'mdf', 'anti', 'table', 'safety', 'post', 'solo', 'devices', 'professional', 'holders', 'separable', 'joola', 'simple', 'apron', 'legs', 'set', 'centerpiece', 'charcoal', 'product', 'perfect', 'fun', 'home', 'disclaimer', 'logos', 'pong', 'unique', 'wheels', 'levelers', 'tilting', 'consistent', 'halves', 'dual', 'steel', 'rally', 'magnetic', 'tennis', 'balls', 'sturdy', 'equipment', 'black', 'ready', 'sponsor', 'sports', 'corner', 'compact', 'medium', 'durability', 'minutes', 'locking', 'fiberboard', 'names', 'level', 'abacus', 'nesting', 'warranty', 'positions', 'diameter']"
