title,description,brand,asin,image,rating,nReviews,keywords
Real Avid Front Sight Adjuster - for A1 & A2 Front Sight Adjustment Tool,"['When your rifle is loaded and charged, aiming off target is not an option. This durable, compact, black oxide coated stainless steel tool gets black guns dialed-in and makes quick sight adjustments a breeze. Additionally, the double-ended Front Sight Adjuster Tool is designed to work on both A1 & A2 (5/4 pin) front sights.']",Real Avid,B00IOF60LQ,['https://images-na.ssl-images-amazon.com/images/I/5123JH-A%2BGL._SS40_.jpg'],5.0,5.0,"['durable', 'ended', 'sights', 'adjustment', 'a1', 'a2', 'tool', 'option', 'guns', 'oxide', 'adjustments', 'pin', 'target', 'sight', 'steel', 'quick', 'breeze', 'compact', 'stainless', 'adjuster', 'avid', 'real', 'black', 'rifle']"
Embassy Camouflage Bible Cover,"['Description change to:The Embassy Camouflage Bible Cover is more than simply a protective cover for your Bible, you now have a practical organizer with spaces for pens and pockets for study materials. An excellent way to keep your Bible and study materials in one place while protecting your beloved Book, too. The durable camo design exterior is perfect for the young man on his way to religious camp or weekend religious outings. A Bible cover is the ideal way to keep your most important book protected as you carry it with you. The Embassy camouflage exterior design is a splendid idea for the outdoorsman or woman on your list. This Bible cover has a zippered main compartment, zippered front pocket, a hand strap, an interior pen holder, and a front pocket with a hook and loop fastener. Measures 10 inches x 7 1/4 inches x 2 1/2 inches.']",Embassy,B0026PEB7A,"['https://images-na.ssl-images-amazon.com/images/I/51O8GrAoWuL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Xes9MIm-L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PGQ2fmsAL._SS40_.jpg']",5.0,4.0,"['religious', 'study', 'way', 'spaces', 'camouflage', 'design', 'man', 'durable', 'interior', 'measures', 'splendid', 'woman', 'outdoorsman', 'inches', 'bible', 'pens', 'pocket', 'pen', 'cover', 'protective', 'list', 'camo', 'outings', 'ideal', 'perfect', 'main', 'camp', 'young', 'materials', 'book', 'excellent', 'idea', 'zippered', 'pockets', 'exterior', 'compartment', 'loop', 'hand', 'weekend', 'fastener', 'place', 'important', 'beloved', 'strap', 'embassy', 'organizer', 'practical', 'hook', 'holder', 'description', 'change']"
Saco Band Silicone Ring Wedding Band for Men and Women - 4 Pack,"['Silicone Ring, Rubber Wedding Band']",Saco Band,B01ETM5XCY,"['https://images-na.ssl-images-amazon.com/images/I/41kqCZctLfL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4149zMdd-UL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dVQV0vmpL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51gGVNzSBjL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cI-bE99tL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pi86I41yL._SS36_.jpg']",5.0,8.0,"['pack', 'band', 'rubber', 'silicone', 'men', 'ring', 'saco', 'wedding', 'women']"
"iPhone 5 Case, JETech® Luxury iPhone 5 5S Case Bumper Cover 2014 Version for Apple iPhone 5/5S Logo Cut-Out for Verizon, AT&T Sprint, T-mobile, Unlocked (Black)","['Size (LWH): 7.1 inches, 4.3 inches, 0.6 inches']",JETech,B00L09L3SI,"['https://images-na.ssl-images-amazon.com/images/I/51fkCZlvsFL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51q6gexx%2B7L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Cn5kA9s%2BL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51H9QW4l4eL._SX38_SY50_CR,0,0,38,50_.jpg']",5.0,4.0,"['case', 'sprint', 't', 'bumper', 'logo', 'inches', 'cover', 'version', 'verizon', 'apple', 'size', 'lwh', 'iphone', 'at&t', 'unlocked', 'mobile', 'luxury', 'jetech', 'black', '5/5s']"
Sportstuff 53-2030 Booster Ball,"['This custom tow rope with inflatable buoy in the middle boosts your towables performance in many ways. Primarily by keeping the tow rope out of the water the majority of the time while towing.', 'The SportsStuff 4K Booster Ball System replaces traditional towlines with an inflatable ""Booster Ball"" buoy with sturdy towline rope at both ends. Suitable for use on any boat, but especially good for boats with low transom tow points, the Booster Ball system provides a way to keep the tow rope elevated out of the water during the ride and increases the visibility of the tow line at all times. The increased height of the towline reduces line drag, absorbs shock, and even enhances the boat\'s fuel economy. The Booster Ball system is designed to improve your towable\'s performance with quicker starts, reduced rope spray, decreased chance that the towable will dive during the ride, and less wear and tear on your actual towable.', 'Built for long term durability, the Booster Ball inflatable buoy features bright water-sports graphics with a heavy-gauge PVC bladder and a tough nylon cover with double stitching and reinforced stress points. The system is equipped with a patented speed safety valve for quick inflation and deflation and has a self bailing drain vent to prevent the uptake of water. The system measures 60 feet overall, including the Booster Ball, and the tow rope offers 4100-pound break strength for a worry-free performance. Designed for use with one to four-person towables, the 4K Booster Ball System is built for years of fun on the water.', 'Features and Specifications: Heavy-gauge PVC bladder 840 denier full nylon cover with zipper Tough two-inch webbing Patented speed safety valve Self bailing drain vent Double stitching and reinforced stress points Length: 60 feet (including booster ball) 4K tow rope 4100-pound break strength Designed for one to four person towables', ""What's in the Box? 4K Booster Ball and Custom Tow Rope"", '']",SportsStuff,B001Q98TNY,"['https://images-na.ssl-images-amazon.com/images/I/51sT5nB07HL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61TUULXKNJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qiHM9RbpL._SS40_.jpg']",5.0,5.0,"['box', 'performance', 'visibility', 'actual', 'ride', 'speed', 'cover', 'good', 'durability', 'quick', 'suitable', 'safety', 'break', 'towables', 'times', 'overall', 'system', 'stitching', 'gauge', 'booster', 'chance', 'webbing', 'bladder', 'worry', 'sportstuff', 'time', 'towline', 'height', 'wear', 'buoy', 'specifications', 'deflation', 'line', 'sportsstuff', 'fun', 'boats', 'feet', 'free', 'inflatable', 'majority', 'heavy', 'ends', 'sports', 'valve', 'towable', 'tow', 'way', 'person', 'vent', 'ways', 'long', 'custom', 'towlines', 'years', 'starts', 'tough', 'inch', 'self', 'zipper', 'uptake', 'water', 'economy', 'length', 'shock', 'stress', 'nylon', 'use', 'features', 'rope', 'sturdy', 'traditional', 'pvc', 'denier', 'boat', 'low', 'double', 'bright', 'term', 'points', 'drain', 'fuel', 'drag', 'quicker', 'ball', 'graphics', 'inflation', 'transom', 'middle', 'spray', 'strength', '4k', 'towing']"
"AquaFlask Vacuum Insulated Double Wall Stainless Steel Water Bottle with Handle, Multiple Sizes/Colors","[""The last water bottle you'll ever need!"", ""We believe that the perfect water bottle should be insulated, durable, practical, and affordable. That's why we created the AquaFlask Insulated Stainless Steel Bottle. If you're seeking the ultimate drinking experience, look no further!"", 'The insulated stainless steel AquaFlask features double-wall vacuum insulation technology that will keep your beverages hot or cold for hours.', '16-Ounce model is available in Sky Blue, Mint Green, and Glossy Stainless Steel', '27-Ounce model is available in Matte Grey, Matte Black, and Glossy Stainless Steel', 'Convenient rotating handle makes carrying a breeze!', 'Narrow mouth prevents spills while drinking.', 'Interior: Rust-resistant stainless steel #304   Exterior: Durable stainless steel #201   Lid/Handle: Stainless steel and BPA-free plastic and silicone', ""WON'T LEAK - WON'T SWEAT -LEAK PROOF DESIGN"", 'What can you carry in your AquaFlask? -Ice water  -Coffee  -Tea  -A chilled bottle of white wine (the 27-Ounce AquaFlask fits a whole bottle!)  -Beer (the 16-Ounce AquaFlask fits a full pint!)  -Smoothies  -Margaritas', 'Great for: -Hiking  -Yoga  -Biking  -Camping  -Rock climbing  -Gym  -Road trips  -The beach  -Drinking your favorite beverage, anytime, any place!', '27-Ounce Bottle height: 12 inches   27-Ounce Bottle diameter: 3 inches', '16-Ounce Bottle height: 10.5 inches   16-Ounce Bottle diameter: 2.6 inches', '5% of all proceeds are donated to the UNICEF Tap Project, providing clean drinking water to children around the world.', 'Based in Los Angeles, CA. Responsibly made in China.', 'Replacement caps available on Amazon. Search ""AquaFlask Replacement Cap.""', 'To get your own AquaFlask today, simply scroll up to the top of the page and click ""Add to Cart.""']",AquaFlask,B00WG0GSYE,"['https://images-na.ssl-images-amazon.com/images/I/41-JQ05sfaL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ahqvdPvNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31O8tE65ZML._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/3181zSgduCL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31IIiS3mmTL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61ky7BLJODL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YE1adcxOL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fzd9EFJyL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41goYls096L._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/412UGfJyS3L._SS36_.jpg']",5.0,5.0,"['-road', 'drinking', 'technology', 'pint', 'experience', 'silicone', 'great', 'beverage', 'search', 'perfect', 'diameter', 'chilled', 'hot', 'glossy', 'stainless', 'exterior', 'unicef', 'amazon', 'beach', 'place', 'sky', 'hours', 'rotating', 'black', '-tea', 'lid', 'durable', 'world', 'ultimate', 'page', 'sizes', 'replacement', 'height', 'grey', 'multiple', 'convenient', 'affordable', 'breeze', 'blue', 'caps', 'bpa', 'plastic', 'free', 'cap', 'today', 'vacuum', 'cold', 'practical', 'interior', 'beverages', 'rust', 'proceeds', 'proof', 'project', 'inches', 'aquaflask', 'water', 'insulation', 'matte', 'steel', 'handle', 'white', 'clean', 'bottle', 'spills', 'wall', 'resistant', 'tap', 'available', 'colors', 'green', 'design', 'double', 'narrow', 'china', 'mint', '-leak', 'favorite', 'wine', 'los', 'model', 'angeles', 'children', 'mouth']"
2 Pack Police Magnum Pepper Spray .50oz Pink Molded Keychain,"[""Police Magnum OC-17 Pepper Spray offers one of the most powerful concentration of pepper spray allowed by law. This is the same spray used by police officers. Each unit also includes UV dye for later identification of the subject by law enforcement. The unit allows for one hand operation and can be used to provide multiple blasts. A suspect will be immediately affected with burning skin, coughing, watery eyes, runny nose, difficulty breathing but will have no permanent injuries. It is both non-toxic and non-flammable. Effective against: muggers, carjackers, rapists, vicious animals, etc. Keep away from children and do not store in high heat. Rigid nylon shell provides additional grip while adding your keys to the key ring insures that you'll have this handy when you need it.""]",unbrand,B0103O4GU2,['https://images-na.ssl-images-amazon.com/images/I/31Pdz2BFEfL._SS40_.jpg'],5.0,4.0,"['pack', 'effective', 'rapists', 'key', 'eyes', 'skin', 'non', 'high', 'coughing', 'police', 'unit', 'children', 'dye', 'nose', 'breathing', 'carjackers', 'ring', 'concentration', 'suspect', 'permanent', 'heat', 'identification', 'later', 'subject', 'multiple', 'keys', 'rigid', 'animals', 'handy', 'nylon', 'powerful', 'pepper', 'injuries', 'shell', 'operation', 'runny', 'magnum', 'grip', 'enforcement', 'hand', 'flammable', 'muggers', 'vicious', 'law', 'oc-17', 'blasts', 'spray', 'keychain', 'officers', 'uv', 'pink', 'watery', 'oz', 'difficulty', 'toxic', 'additional']"
NoTubes Injector,['Use the No Tubes Injector to keep your Tubeless system juiced. Apply perfectly measure amounts of sealant quick and easy with minimal loss and mess.Product FeaturesMaterial: plastic'],Stans-No Tubes,B001GSKL4A,"['https://images-na.ssl-images-amazon.com/images/I/31q-RaCqkKL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310BU5rGPRL._SS40_.jpg']",5.0,4.0,"['featuresmaterial', 'plastic', 'tubeless', 'loss', 'mess.product', 'easy', 'sealant', 'tubes', 'notubes', 'minimal', 'injector', 'amounts', 'quick', 'system']"
Geysa Vacuum Insulated Stainless Steel Water Bottle - Perfect for Any Ocassion - Keep Drinks Hot or Cold for Longer - Extra Sports Lid,"['', 'Stainless Steel Water Bottle with Double Wall Vacuum Technology', 'Keep it Hot or Cold for longer!', ""Ever had a bottle that warms up your drink on a hot day? Or one that has failed to keep coffee hot for hours? Do you want a bottle that not only does what it's supposed to but also looks stunning?"", 'Introducing your very own Geysa Stainless Steel Water Bottle!', ""• Carry freshly brewed coffee or icy cold water anywhere you go with Geysa's vacuum insulated bottle - keeps beverages hot, cold, and fresh longer. • Leak proof seal, Bamboo lid designed to keep the liquid sealed tight. • Take it with you to the gym, work, hiking or where ever you wish. The stylish mirror finish will look amazing anywhere you go. • It has an easy to carry handle which can be used to hold by hand or to attach a carabiner for all of your adventures."", 'Your Premium Bottle comes with a LIFE TIME WARRANTY!', ""ORDER NOW TO MAKE GEYSA'S WATER BOTTLE A PART OF YOUR EVERYDAY LIFE.""]",Geysa,B0106JYIEI,"['https://images-na.ssl-images-amazon.com/images/I/3140anV9eXL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51pTAdj3oAL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/211cfBehzyL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/21UTo97FZAL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11pmV0JJRhL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11L-zrHW%2BeL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/11csLP%2Bnd0L._SS36_.jpg']",5.0,6.0,"['lid', 'longer', 'gym', 'easy', 'double', 'beverages', 'mirror', 'drink', 'drinks', 'stunning', 'time', 'technology', 'proof', 'life', 'amazing', 'ocassion', 'icy', 'water', 'carabiner', 'work', 'premium', 'fresh', 'seal', 'adventures', 'insulated', 'perfect', 'steel', 'leak', 'hot', 'handle', 'stainless', 'hiking', 'everyday', 'coffee', 'bottle', 'wall', 'geysa', 'extra', 'hand', 'liquid', 'vacuum', 'hours', 'cold', 'day', 'warranty', 'sports', 'stylish', 'bamboo', 'finish']"
"Bog Products Mini High Pressure Compact Bicycle Pump Presta, Schrader Valves & Ultra Light Alloy Frame","['', 'This compact bike mini pump is designed to be used with both, Presta & Schrader steam valves. Made out of Metal Alloys to be super durable and light. At only 89 grams this pump is feather light and conveniently fits every where. - We dare to offer a Lifetime Guarantee because we know it\'s a good pump!   This emergency hand pump is not only small and light, but portable enough to fit in your saddle bag or installed in a bracket next to your water cage where it will be out of the way, but ready to use in an emergency.   We designed this pump with a double ended flexible hose to make it easier to use than those with a lever, and to protect your hands during use. By adding distance between the tire and your hands, you avoid skinning your knuckles while pumping. Our smart hose is double ended; it fits Schrader valves on one end & Presta on the other, making this compact bicycle pump, both simple and effective.   The included light weight smart bracket is strong, and features a simple, quick locking band to keep your pump safely in place.  Be race ready with a perfect size pump, capable of inflating tires to 116psi (race bike pressure), and made to easily fit almost anywhere. It\'s still big enough to get your tires pumped fast.   Specifications:  Ultra-Light-Weight: 86 grams / 3.14 ounces  Size: 7.5"" long and less than 1"" wide  Capacity: 116 psi / 8 bar  Hose: Double ended flexible rubber hose with Presta and Schrader connectors  Barrel: Ultra light alloy  Handle: Composite  Mounting Bracket: Composite']",BoG Products,B010KN72EI,"['https://images-na.ssl-images-amazon.com/images/I/31qyxiCWK2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61xxNhWdJZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41OiQynICNL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31VGEBtbJvL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ynYNARlGL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51l6ShI7oXL._SS40_.jpg']",5.0,4.0,"['hands', 'mini', 'frame', 'guarantee', 'bike', 'cage', 'way', 'effective', 'alloy', 'barrel', 'bicycle', 'durable', 'grams', 'lifetime', 'emergency', 'double', 'locking', 'long', 'smart', 'metal', 'tires', 'products', 'high', 'light', 'pump', 'tire', 'wide', 'steam', 'distance', 'strong', 'ultra', 'water', 'knuckles', 'good', 'specifications', 'composite', 'flexible', 'capable', 'bar', 'bag', 'perfect', 'feather', 'alloys', 'quick', 'size', 'band', 'rubber', 'weight', 'psi', 'handle', 'ounces', 'compact', 'schrader', 'use', 'ready', 'big', 'valves', 'connectors', 'small', 'easier', 'hand', 'lever', 'hose', 'place', 'capacity', 'simple', 'saddle', 'bracket', 'bog', 'race', 'pressure', 'end', 'presta', 'portable']"
"Simply Organic Ginger Root Ground Certified Organic, 1.64 Ounce Container","[""We're Simply Organic. Our goal is to enrich people's lives with an honest promise of freshness, quality and taste that can only come from organically grown foods. We celebrate life, honor tradition and value nature. Certified organic by Quality Assurance""]",Simply Organic,B000WS3AMU,"['https://images-na.ssl-images-amazon.com/images/I/510w9NaotVL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rP2zWA5LL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zJiS9ffRL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41dRLxcqVQL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JMC13BUJL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41d6ug8w1RL._SS40_.jpg']",4.9230769230769225,13.0,"['ounce', 'quality', 'container', 'organic', 'life', 'lives', 'assurance', 'promise', 'goal', 'nature', 'ginger', 'honest', 'tradition', 'people', 'root', 'foods', 'taste', 'value', 'ground', 'freshness']"
Thorlos Women's  KX Hiking Thick Padded Crew Sock,"['Thorlo hiking crew socks are designed for feet that hurt during or after activity. Enjoying rugged day hikes or extended backpacking in cooler weather conditions on varied to difficult terrain results in moderate to significant stress on the feet. The Socks are constructed with thor lon fibers for superior softness, resilience, durability, and moisture wicking for drier, better feeling feet.Its unique padding specifically designed for hiking, clinically shown to reduce blisters, pain, pressures and moisture for maximum protection.']",thorlos,B0009MZVBW,"['https://images-na.ssl-images-amazon.com/images/I/41L-IkEvHTL._SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410VFVwGc1L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410VFVwGc1L._SX38_SY50_CR,0,0,38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QX6XPD84L._SX38_SY50_CR,0,0,38,50_.jpg']",4.916666666666667,12.0,"['drier', 'resilience', 'pain', 'padding', 'fibers', 'results', 'blisters', 'crew', 'socks', 'protection', 'thorlo', 'sock', 'moisture', 'backpacking', 'softness', 'wicking', 'difficult', 'unique', 'rugged', 'lon', 'extended', 'varied', 'thick', 'durability', 'better', 'padded', 'terrain', 'superior', 'stress', 'thor', 'conditions', 'hiking', 'pressures', 'kx', 'significant', 'feet', 'feeling', 'cooler', 'day', 'moderate', 'activity', 'maximum', 'women', 'weather', 'hikes', 'thorlos']"
"Yes4All Solid Cast Iron Kettlebells – Weight Available: 5, 10, 15, 20, 25 to 80 lbs","[""SUPERIOR QUALITY FOR LIFETIME TRAINING  High-quality Solid Cast Iron Kettlebell: Built to last without wear and tear - constructed of solid cast iron with no welds, weak spots, or seams. Great for training indoor & outdoor, whether at home or in the gym Large Round Handle:  Yes4All Solid Cast Iron Kettlebell features textured, solid handle for a non-slip, safe and comfortable grip with one or both hands, and easy for both men and women to use so you can push yourself to the limit Flat Bottom:  Our kettlebells feature flat bottoms making it easy to store and expand your exercises that a regular kettlebell does not offer Black Paint Finish : Our paint coating is durable and doesn't chip away like those other products with the shiny enamel finish! Black paint coating gives you better grip and won't slip in your hand like a glossy finish Available in different weights:  5 LBS, 10 LBS, 15 LBS, 20 LBS, 25 LBS, 30 LBS, 35 LBS, 40 LBS, 45 LBS, 50 LBS, 55 LBS, 60 LBS, 65 LBS, 70 LBS, 75 LBS, 80 LBS   HAVE A LIFETIME OF HEALTH BENEFITS WITH YOUR KETTLEBELLS  Improve strength, stamina and coordination Increase lung and heart capacity Prevent cardiovascular diseases, heart attack or strokes Total body cardio workout, burn fat and effective toning Works great for your stabilizing muscles - for active recovery Improve movement, agility and speed  USE FOR FITNESS IMPROVEMENTS AND CHALLENGES  Turkish Get Up Single Dead Lift Two Handed Kettlebell Swing Kettlebell Squat and Lunges""]",Yes4All,B0061Z84AG,"['https://images-na.ssl-images-amazon.com/images/I/41cyHz7NuZL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ntIZ%2Bxl2L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BO4yU98kL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51uGrlzjRXL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419TdLo3EHL._SS40_.jpg']",4.909090909090909,11.0,"['challenges', 'outdoor', 'quality', 'speed', 'great', 'single', 'lunges', 'indoor', 'cardio', 'works', 'better', 'superior', 'glossy', 'flat', 'lift', 'agility', 'seams', 'workout', 'fat', 'heart', 'active', 'safe', 'hand', 'health', 'body', 'iron', 'large', 'enamel', 'black', 'finish', 'lung', 'squat', 'easy', 'limit', 'lifetime', 'durable', 'turkish', 'wear', 'tear', 'slip', 'home', 'spots', 'welds', 'bottoms', 'solid', 'coordination', 'kettlebell', 'weak', 'weights', 'muscles', 'hands', 'swing', 'effective', 'dead', 'lbs', 'kettlebells', 'products', 'stamina', 'cardiovascular', 'handle', 'use', 'features', 'regular', 'different', 'training', 'improvements', 'movement', 'attack', 'improve', 'exercises', 'capacity', 'fitness', 'round', 'available', 'coating', 'comfortable', 'gym', 'strokes', 'benefits', 'high', 'non', 'total', 'paint', 'weight', 'toning', 'grip', 'shiny', 'diseases', 'recovery', 'men', 'strength', 'women']"
sixthreezero EVRYjourney Women's Step-Through Hybrid Cruiser Bicycle (24-Inch and 26-Inch),"['', ""A classic hybrid cruiser made for maximum comfort, the EVRYjourney women's bike has a low center of gravity and foot-forward design that helps keep your back upright while maintaining proper leg extension for optimal pedaling."", 'With looks made for the beach and the gears to take you everywhere else, the sixthreezero EVRYjourney is ready for anything  from hitting the trails at the crack of dawn to cruising the beach at the dusk.', ""The EVRYjourney's modern swooping aluminum frame is designed with foot-forward seat and pedal positioning, allowing riders of varying heights to stop and put feet flat on the ground. When at a full stop, you can stand over the seat and low swooping frame for easy mounting and dismounting."", 'The EVRYjourney is available in four gearing options:', 'The 1.95-inch wide whitewall semi-slick tires provide a cushioned, stable ride for easy rolling. This bike comes complete with a rear rack for use with optional panniers, baskets, and other accessories, plus matching full fenders to keep you protected from rain and debris. It also includes a dual spring seat and leather-stitched grips for optimized comfort.', 'Recommended for single-ride trips up to 30 miles and speeds up to 30 MPH, the 26-inch EVRYjourney is sized for riders from 5 feet to 6 feet, 4 inches tall; the 24-inch model is sized for riders 4 feet, 3 inches to 4 feet 11, inches. It comes 80% assembled, and weighs 38 pounds when fully assembled.', 'Designed with comfort, ease, and eye-catching style, sixthreezero bikes offer affordable quality for a vast range of riders.']",sixthreezero,B00AKIBR40,"['https://images-na.ssl-images-amazon.com/images/I/51RfgGwvbGL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61TZJLHKm7L._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61XbtRqSviL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61B5ZhSemcL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61mWTdMKWBL._SS40_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51c2sMl-ECL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SuL04mLQL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vlFdcRcxL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/519CNM1xgEL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PgiZoU95L._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VmDKpnofL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DgKY-eOaL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51dmmA1LlQL._SS36_.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jq97m4xfL._SS36_.jpg']",4.909090909090909,11.0,"['miles', 'upright', 'bicycle', 'tall', 'quality', 'ride', 'foot', 'riders', 'whitewall', 'single', 'cruiser', 'mph', 'pounds', 'step', 'flat', 'ready', 'center', 'looks', 'beach', 'style', 'rolling', 'panniers', 'gearing', 'dismounting', 'debris', 'easy', 'evryjourney', 'tires', 'options', 'grips', 'proper', 'semi', 'sized', 'modern', 'stable', 'optional', 'rain', 'affordable', 'ease', 'rack', 'accessories', 'swooping', 'vast', 'mounting', 'feet', 'sixthreezero', 'rear', 'extension', 'maximum', 'frame', 'trails', 'gears', 'gravity', 'range', 'spring', 'wide', 'inches', 'complete', 'eye', 'classic', 'dawn', 'use', 'trips', 'hybrid', 'pedal', 'leg', 'positioning', 'ground', 'available', 'heights', 'baskets', 'forward', 'bike', 'design', 'low', 'dusk', 'crack', 'optimized', 'fenders', 'cushioned', 'optimal', 'bikes', 'slick', 'dual', 'leather', 'seat', 'stop', 'model', 'comfort', 'women', 'aluminum']"
Weaver Base System,"['These versatile bases from Weaver help give your gun a versatile edge. Multi Slot Bases are constructed of tough, lightweight Aluminum so they can withstand the most powerful recoil. They accept all Weaver Top Mount Rings and accommodate the mounting of devices such as scopes, red dots and laser optics, while allowing for optimal eye relief. Specifications: - Base Type: 1 Piece Base - Material: Aluminum - Finish: Matte Black Fits: - Savage 110 Through 116 Round Rear, Axis Long Action Note: Mounting Hardware Included.']",Weaver,B00162KS0S,['https://images-na.ssl-images-amazon.com/images/I/31D2vHSsorL._SS36_.jpg'],4.888888888888889,18.0,"['savage', 'note', 'gun', 'long', 'red', 'tough', 'help', 'type', 'optimal', 'specifications', 'lightweight', 'dots', 'matte', 'weaver', 'eye', 'hardware', 'optics', 'finish', 'edge', 'rings', 'laser', 'powerful', 'bases', 'fits', 'slot', 'multi', 'material', 'axis', 'devices', 'base', 'mounting', 'system', 'relief', 'action', 'rear', 'mount', 'piece', 'versatile', 'recoil', 'round', 'scopes', 'black', 'aluminum']"
