title,image,brand,asin,description,rating,nReviews,keywords
Wibi Dry Skin Lotion 16 Oz,https://images-na.ssl-images-amazon.com/images/I/51Me4gvZRmL._SY355_.jpg,Wibi,B0000Y3LQ6,['Wibi dry skin moisturizing lotion. Wibi is a greaseless lotion which gives balanced moisture to dry skin. Disappears quickly into the skin leaving a dewy coolness without greasy oils.'],4.8507462686567155,67.0,"['greasy', 'wibi', 'greaseless', 'moisturizing', 'moisture', 'balanced', 'oz', 'coolness', 'oils', 'lotion', 'skin', 'dry', 'dewy']"
"Electric Dental Water Flosser, Cordless, Portable and Rechargable Oral Irrigator with 3 Operation Modes and 4 Rotatable Jet Tips for Braces and Teeth Whitening",https://images-na.ssl-images-amazon.com/images/I/61Ns2cw3RWL._SX466_.jpg,Greenvida,B00U2DWJ8G,"[""VaniplyTM Ointment is a gentle and effective ointment that forms a protective film on the skin which helps to retain the skin's natural moisture. It is easy-to-spread, non-greasy, and long-lasting. Helps protect minor cuts, scrapes, and burns. Beneficial in skin problems such as atopic dermatitis (eczema), psoriasis, ichthyosis, which are aggravated by loss of moisture. Awarded the Seal of Acceptance from the National Eczema Association. Vaniply is a trademark, or registered trademark of Pharmaceutical Specialties. Made in USA.""]",4.844444444444443,45.0,"['problems', 'spread', 'acceptance', 'ichthyosis', 'braces', 'ointment', 'dental', 'specialties', 'jet', 'rotatable', 'minor', 'dermatitis', 'gentle', 'rechargable', 'tips', 'greasy', 'skin', 'oral', 'seal', 'operation', 'flosser', 'modes', 'trademark', 'atopic', 'moisture', 'irrigator', 'beneficial', 'water', 'film', 'association', 'vaniplytm', 'protective', 'loss', 'effective', 'vaniply', 'easy', 'scrapes', 'eczema', 'psoriasis', 'non', 'cuts', 'teeth', 'burns', 'portable', 'national', 'pharmaceutical', 'usa', 'electric', 'natural', 'cordless']"
Aveeno Daily Moisture Gift Pack,https://images-na.ssl-images-amazon.com/images/I/514YyX-kFrL.jpg,Aveeno,B005HRT0U2,['Aveeno active naturals daily moisturizing gift set. Give the gift of naturally healthy looking skin. Daily moisturizing body wash. Daily moisturizing body lotion.'],4.839285714285714,112.0,"['daily', 'pack', 'set', 'moisture', 'gift', 'aveeno', 'looking', 'skin', 'body', 'wash', 'healthy', 'active', 'lotion', 'moisturizing', 'naturals']"
Facial Brush Body Skin Cleansing System Spin Brush for Face Body Deep Cleansing Gentle Exfoliator Skin Care Electric Massager Scrubber,https://images-na.ssl-images-amazon.com/images/I/31%2BxhCZjiWL._AC_SX450_.jpg,Fiery Youth,B0191JMIO6,"['WANT to give your face and body a deep cleansing?  WANT to enjoy beauty treatments without going to salons? WANT to get a shiny and healthy-looking skin with clean pores? The Beanco Tech Skin Cleansing System is just the one you need Create the cleanest and healthiest version of your skin! Treat your skin the way it deserves to be treated!  4-in-1 Multifunctional Cleansing Brush Set: Perfect Cleanser Partner 1. Face Brush: With ultrafine and ultrasoft bristles, the exfoliating face brush can cleanse your face deeply and remove oil, dirt, dead skin cells, etc. 2. Sponge Brush: Removes makeup and blackheads. Minimizes facial pores. Massages your face to promote absorption of skincare products. 3. Body Brush: Removes dead cells from your skin in order to make it smoother. Massages you skin to promote blood circulation. 4. Pumice Stone: Exfoliates the skin of elbows and foot soles.  Waterproof Main Unit: Indispensable for Showers The main unit of spin facial scrubber is specially designed to be water-resistant and perfect for use in the bath or shower. It is totally safe and convenient for you to use the skin cleansing system in the wet.  Compact & Portable: Travel Essential The skin cleansing brush set is space-saving and easy to be carried during journeys. Enjoy deep skin cleansing and relaxing skin massage wherever you are! Package Content: 1 x Main unit 1 x Face brush 1 x Body brush 1 x Sponge brush 1 x Pumice stone 1 x User manual Notes: 1. Four AA batteries (NOT INCLUDED) are needed to power the main unit. 2. Please use the face scrubber with facial or body cleanser. 3. Do not fully immerse the main unit in water or any liquid.']",4.839285714285714,56.0,"['convenient', 'partner', 'shiny', 'indispensable', 'saving', 'absorption', 'journeys', 'massages', 'cleanest', 'gentle', 'system', 'ultrasoft', 'tech', 'showers', 'space', 'makeup', 'package', 'unit', 'cells', 'massage', 'elbows', 'portable', 'healthy', 'electric', 'brush', 'main', 'resistant', 'user', 'exfoliator', 'batteries', 'blackheads', 'spin', 'deep', 'sponge', 'pores', 'ultrafine', 'products', 'face', 'easy', 'beauty', 'safe', 'stone', 'perfect', 'wet', 'shower', 'circulation', 'clean', 'oil', 'waterproof', 'way', 'essential', 'healthiest', 'beanco', 'manual', 'notes', 'liquid', 'x', 'foot', 'content', 'treatments', 'version', 'blood', 'use', 'facial', 'massager', 'bristles', 'pumice', 'smoother', 'multifunctional', 'cleanser', 'compact', 'body', 'cleansing', 'soles', 'skin', 'bath', 'dead', 'skincare', 'water', 'dirt', 'order', 'aa', 'salons', 'set', 'scrubber']"
Bonne Bell Smackers Bath and Body Starburst Collection,https://images-na.ssl-images-amazon.com/images/I/51YtMbE7maL._SX466_.jpg,Bonne Bell,B000URXP6E,"['Juicy burst of Starburst fruit flavored Lip Smacker lip glosses. Smooth formula glides on lips for moisture and juicy flavor that lasts. Fun lip smacker flavors in limited collection  are offered every year, especially during holidays.', '', '']",4.8389662027833005,1006.0,"['flavors', 'smooth', 'smackers', 'smacker', 'body', 'bath', 'formula', 'glosses', 'juicy', 'burst', 'bonne', 'starburst', 'moisture', 'fun', 'lip', 'year', 'limited', 'bell', 'collection', 'lips', 'flavor', 'holidays', 'fruit']"
Green Soap 8oz Spray Bottle (Multiple Pack Options) by Southeast Tattoo Supplies (1),https://images-na.ssl-images-amazon.com/images/I/91k5KoRAKUL._AC_SY606_.jpg,Southeast Tattoo Supplies,B00HS5BGO4,"['Green Soap Tincture traditional Skin prep for both Tattoo and Piercing: Pre mixed bottle of 10% Green Soap with 90% Distilled Water and clean the skin first, then disinfection with alcohol. The number one tattoo cleanser in the industry. Southeast Professional Green Soap is excellent when diluted with water for skin prep and also for stencil application. It is the undisputed champion when it comes to general cleanup in your clean room. This is pure tincture of green soap with lavender oil. A natural soap made from pure vegetable oils and glycerin, completely biodegradable and environmentally safe.']",4.829787234042553,47.0,"['stencil', 'undisputed', 'piercing', 'tattoo', 'vegetable', 'distilled', 'southeast', 'clean', 'oil', 'cleanser', 'cleanup', 'room', 'supplies', 'biodegradable', 'traditional', 'oils', 'skin', 'professional', 'mixed', 'pack', 'disinfection', 'water', 'lavender', 'bottle', 'green', 'alcohol', 'champion', 'application', 'options', 'pure', 'excellent', 'soap', 'safe', 'glycerin', 'industry', 'oz', 'prep', 'number', 'natural', 'multiple', 'tincture', 'general', 'spray']"
Muslin Cloth Organic cotton muslin Makeup Removal Oil Cleansing Method for healthy skin x 2 (2),https://images-na.ssl-images-amazon.com/images/I/413csPAuWPL._SX466_.jpg,Ginger Chi,B00MXENWO2,"[""The beauty requires commitment, choosing a cheap product may cause a heavy loss. Always choose a product that is a pure description of superior standards. Muslin face cloth is pure justification of quality: quality that values your skin beauty. The need of deep natural cleaning can be fulfilled by the muslin face cloth. Made up with the 100% pure cotton; the softness gives you feeling that you fall in love with the muslin face cloth ,after all it's all about caring. We are much concern about your beauty, we always provide you the solutions that are most effective. Muslin face cloth is a skin friendly product. Whatever is your skin type our product is perfect match. The gentle exfoliation sloughs away dead skin cells. It boosts the blood circulation which may results an attractive glowing skin. What about having a spa at home experience, ginger chi purifying facial oil and muslin face cloth can be a marvelous combination; this combination can give miraculously stunning results. Dispense few drops of cleanser into the palm, massage you face with your figures; the best way to massage is to gentle upward circular strokes from face to neck , T-zone is an area where oil and dirt accumulate the most concentrate on the T-zone for the most effective out comes. For makeup removal rub the muslin cloth gently around the eyes. Muslin cloth can also be source of ultimate relaxation, muslin cloth wet with warm water : speared on the face allows your pores to open and tension of the day just got melted with in the matter of seconds. We assure you that muslin cloth takes much care for your skin, you will experience the difference after using it; the clean dewy soft skin you deserve the best. Note: Red ribbon not included.""]",4.8,45.0,"['spa', 'results', 'matter', 'day', 'cotton', 'heavy', 'type', 'quality', 'gentle', 't', 'source', 'glowing', 'standards', 'tension', 'concern', 'ginger', 'ultimate', 'makeup', 'superior', 'drops', 'pure', 'effective', 'cells', 'massage', 'experience', 'care', 'healthy', 'natural', 'justification', 'need', 'combination', 'red', 'home', 'stunning', 'concentrate', 'deep', 'pores', 'area', 'face', 'attractive', 'loss', 'ribbon', 'warm', 'beauty', 'cleaning', 'difference', 'removal', 'method', 'figures', 'perfect', 'cheap', 'wet', 'solutions', 'chi', 'palm', 'circulation', 'clean', 'neck', 'oil', 'organic', 'seconds', 'cloth', 'way', 'love', 'relaxation', 'blood', 'facial', 'friendly', 'product', 'match', 'cleanser', 'eyes', 'cleansing', 'skin', 'dead', 'description', 'exfoliation', 'muslin', 'strokes', 'commitment', 'circular', 'water', 'best', 'dirt', 'softness', 'soft', 'marvelous', 'zone', 'dewy']"
2016 Monthly Wall Calendar - Boyd's Bears,https://images-na.ssl-images-amazon.com/images/I/71HFL4H%2BPHL._AC_SX569_.jpg,Perfecto,1620213982,"[""We don't know when or if this item will be back in stock.""]",4.798414023372287,4792.0,"['stock', 'calendar', 'bears', 'boyd', 'wall', 'item', 'monthly']"
"Moist Cotton Towel - Lavender (Case of 50) , 10x10",https://images-na.ssl-images-amazon.com/images/I/614opeeLrJL._SY450_.jpg,White Towel,B014LHAEW6,['100% Terry Cotton premoistened towel individually wrapped. Infused with essential oils. May be served chilled on ice or steamy hot from a warmer.'],4.79746835443038,79.0,"['cotton', 'hot', 'moist', 'towel', 'essential', 'warmer', 'lavender', 'steamy', 'ice', 'oils', 'terry', 'case']"
"Dr. Bronner's Pure-Castile Bar Soap - Lavender, 5 Oz (6 Pack)",https://images-na.ssl-images-amazon.com/images/I/71GksxfzNIL._SX569_.jpg,Dr. Bronner's,B001ET77OI,"['Scented with pure lavender and lavandin oils to calm the mind and soothe the body! Dr. Bronners Lavender Bar Soap is made with certified fair trade ingredients and organic hemp oil for a soft, smooth lather that wont dry your skin.', 'Dr. Bronners Pure-Castile Bar Soaps are biodegradable-vegan, gentle and versatile, good for washing body, face or hair! Enjoy only 2 cosmetics, enough sleep & Dr. Bronners Magic Soaps to clean-body-mind-soul-spirit instantly uniting One! All-One!!', 'INGREDIENTS: Organic Coconut Oil*, Organic Palm Oil*, Sodium Hydroxide**, Water, Organic Olive Oil*, Lavandin Extract, Organic Hemp Oil, Organic Jojoba Oil, Lavender Extract, Sea Salt, Citric Acid, Tocopherol*CERTIFIED FAIR TRADE INGREDIENTS**None remains after saponifying oils into soap & glycerin.']",4.795918367346938,196.0,"['sodium', 'acid', 'palm', 'olive', 'castile', 'bar', 'dr', 'smooth', 'oil', 'magic', 'clean', 'washing', 'lavandin', 'organic', 'good', 'mind', 'sea', 'biodegradable', 'vegan', 'gentle', 'body', 'oils', 'lather', 'skin', 'hemp', 'bronner', 'soul', 'pack', 'spirit', 'fair', 'versatile', 'sleep', 'citric', 'water', 'salt', 'lavender', 'soaps', 'face', 'hydroxide', 'certified', 'jojoba', 'ingredients', 'trade', 'extract', 'pure', 'tocopherol*certified', 'hair', 'soap', 'soft', 'bronners', 'coconut', 'glycerin', 'cosmetics']"
"Honey Guy Waterblocker Skin Cream Jar, 4oz",https://images-na.ssl-images-amazon.com/images/I/41tbnwOfCzL._SX450_.jpg,"Honey Guy Products, Inc",B00MCM02GQ,"[""Waterblocker is a hand-made, waterproof, natural beeswax skin cream for the whole body. It stops dry, cracked hands by protecting the natural oil in the skin from being removed by constant washing or by other antagonists such as paper, cardboard and fabrics. Natural antibiotics in beeswax speed healing of rough, cracked skin (hands and feet), blisters and burns. Use on face as a moisturizer and to preserve the natural oil in your face. Long lasting - one application lasts most users about 8 hours - a whole work day!! It is safe for children - use on diaper rash to protect and heal quickly and to prevent rash from reoccurring. Use as a safe, natural deodorant for underarm and feet. Bacteria that cause odor can't grow in beeswax!! Natural antihistamine in beeswax also stops itch, burn and sting. Use on insect bites, poison ivy, rashes, burns, etc. Use on skin conditions that exhibit itch, burn or sting or are dry and scaly or red (eczema, psoriasis, rosacea). Use on pet's hot spots to stop itching and scratching and promote rapid healing!! No scent is added to Waterblocker so its scent is that of natural beeswax. Waterblocker is non-greasy after it is absorbed (about 3 minutes) and long lasting since it won't wash off like most other creams.""]",4.790697674418603,43.0,"['odor', 'insect', 'bites', 'antihistamine', 'itch', 'poison', 'users', 'jar', 'red', 'rapid', 'honey', 'cracked', 'oil', 'guy', 'washing', 'work', 'rashes', 'cardboard', 'day', 'itching', 'bacteria', 'scratching', 'antibiotics', 'rough', 'rash', 'waterproof', 'hours', 'healing', 'hands', 'spots', 'body', 'constant', 'blisters', 'moisturizer', 'sting', 'skin', 'greasy', 'diaper', 'beeswax', 'rosacea', 'speed', 'children', 'face', 'fabrics', 'pet', 'cream', 'deodorant', 'ivy', 'conditions', 'minutes', 'hand', 'hot', 'application', 'waterblocker', 'scent', 'eczema', 'creams', 'lasting', 'safe', 'psoriasis', 'non', 'feet', 'burns', 'oz', 'underarm', 'antagonists', 'natural', 'paper', 'dry', 'scaly', 'use']"
Multi Pocket Toiletry Bag - Full Grain Leather - Cognac (brown),https://images-na.ssl-images-amazon.com/images/I/81sJKcVHkKL._SY450_.jpg,Leatherology,B003SVQQYM,"[""The shave kit has been around for almost 100 years and this Multi Pocket Toiletry Bag is Leatherology's take on it. Loaded with features, it's sure to be a hit for any man who needs to keep his toiletries organized. And yes ladies - you can use it too! Handcrafted from genuine leather, this bag features 4 zippered compartments - one on the front, one on the top, and one on each side. The top compartment is the largest, with room for shavers, shampoo, a toothbrush, and other large toiletries, while the side and front compartments can accommodate things like chargers, combs, and nail clippers. The nylon interior of the pockets ensures your items are well protected while the leather stitched top handle gives you a sturdy way to carry it. Roomy enough to hold all your toiletries while easily fitting in any bag or suitcase, this Multi Pocket Toiletry Bag is just one way we try to make your life easier. Casual yet distinctive, our Timeless collection is one of our favorites. This leather boasts a polished finish and a soft hand feel, making it a great choice for any leather connoisseur. And with the variety of colors it comes in, it's easy to find a shade that appeals to you or matches with your other accessories. As the name implies, our Timeless collection will hold up through years of use while aging gracefully every step of the way. Please note: textures in this collection range from light grain to a lightly pebbled grain depending on which part of the hide it's from.""]",4.785714285714286,56.0,"['toiletries', 'pocket', 'choice', 'zippered', 'hit', 'years', 'multi', 'clippers', 'nylon', 'shampoo', 'suitcase', 'brown', 'leatherology', 'pockets', 'room', 'compartments', 'items', 'textures', 'large', 'features', 'feel', 'combs', 'compartment', 'pebbled', 'connoisseur', 'shavers', 'chargers', 'matches', 'favorites', 'grain', 'life', 'timeless', 'leather', 'way', 'polished', 'shade', 'interior', 'step', 'hide', 'man', 'toothbrush', 'cognac', 'fitting', 'handle', 'ladies', 'range', 'kit', 'largest', 'sturdy', 'casual', 'hand', 'bag', 'genuine', 'shave', 'soft', 'nail', 'great', 'easy', 'easier', 'use', 'variety', 'colors', 'sure', 'toiletry', 'collection', 'things', 'light', 'finish', 'accessories', 'distinctive']"
"Gillette Foamy Shaving Cream, Sensitive Skin, 11 Ounce (Pack of 12), Mens Razors/Blades",https://images-na.ssl-images-amazon.com/images/I/71ncI5sH5HL._SY450_.jpg,Gillette,B001E5E9RK,"['Gillette foamy shave cream, sensitive has a thick extra rich creamy lather for a close comfortable shave. Contains special lubricants to protect sensitive skin. Spreads easily, rinses clean leaving skin feeling soft and smooth.']",4.784313725490196,102.0,"['gillette', 'extra', 'close', 'blades', 'rinses', 'clean', 'smooth', 'thick', 'mens', 'lubricants', 'ounce', 'razors', 'lather', 'skin', 'comfortable', 'pack', 'shaving', 'creamy', 'cream', 'special', 'shave', 'soft', 'foamy', 'sensitive', 'rich']"
"Avalon Grapefruit and Geranium Smoothing Shampoo, 11 Ounce",https://images-na.ssl-images-amazon.com/images/I/61GImULBNTL._SY355_.jpg,Avalon,B001OHV1H4,"[""It's in our name: Avalon Organics. Our commitment to organic agriculture extends beyond personal care formulation to a passion for home-grown sustainability, a cleaner global environment and, of course, personal health. Our dedication to these ideals is summarized in our pledge, Consciousness in Cosmetics: To honor our bodies and the world we live in by creating an extraordinary range of truly effective personal care products that are inherently pure, safe and certified to the NSF/ANSI 305 Standard for Personal Care Products Containing Organic Ingredients. Each of our products is made with organic ingredients, including botanicals, extracts and essential oils. We honor ourselves, our planet and our users with the Consciousness in Cosmetics promise. We urge you to take time to honor yourself everyday.""]",4.783180026281209,761.0,"['environment', 'sustainability', 'planet', 'users', 'cosmetics', 'extraordinary', 'bodies', 'avalon', 'personal', 'shampoo', 'organics', 'ideals', 'nsf', 'organic', 'home', 'pledge', 'global', 'ounce', 'course', 'smoothing', 'oils', 'botanicals', 'commitment', 'grapefruit', 'essential', 'products', 'consciousness', 'cleaner', 'dedication', 'ingredients', 'range', 'passion', 'world', 'pure', 'effective', 'formulation', 'extracts', 'geranium', 'time', 'safe', 'ansi', 'standard', 'care', 'health', 'agriculture']"
3 Packs Goody Simple Styles Spin Pin - Brunette Dark Hair Six (6) Pins Total,https://images-na.ssl-images-amazon.com/images/I/51-uFXtarcL._SX466_.jpg,Goody,B00CCJDF1S,"['The Goody Simple Styles Spin Pin allows you to easily achieve three chic updo styles. Simply twirl your hair up and spin the two Spin Pins in for a perfect undone bun, side bun or double bun!']",4.777777777777779,63.0,"['chic', 'goody', 'undone', 'brunette', 'hair', 'pin', 'pins', 'updo', 'bun', 'styles', 'dark', 'spin', 'double', 'simple', 'packs', 'perfect']"
